# Per-match per-placement kill counts for ALGS regional fits.
#
# Schema:
#   region          one of: americas / emea / apac_n / apac_s
#   tournament      stable slug per finals event, e.g. "2024-S1-Pro-League-Finals"
#   match_number    1-indexed match number within the event
#   placement       1..20 final placement in that match
#   team_kills      scored kills the team at that placement earned in that match
#
# Source: Liquipedia per-match Standings tables for ALGS Year 4 / Year 5
# regional Pro League Finals (the same 19-event dataset described in
# docs/data_validation.md section 2-B). Global Finals are stored under
# "global" if added later (currently out of scope for region fits).
#
# Authoritative fetch path (cycle 14 onward):
#   python -m tools.fetch_liquipedia_finals
#       --page <Liquipedia page path>
#       --region <apac_s|...> --tournament <slug>
#   The script pulls raw wikitext via the MediaWiki API and parses the
#   Bracket template's TeamOpponent / MS sub-templates. This replaces
#   the older manual-transcription rows whose origin was undocumented.
#
# Coverage as of cycle 14 backfill (apac_s 2024 events re-fetched from
# wikitext; 27/100 cells in S1 m1-m5 and 5/29 overlap cells in S2 m1-m6
# differed from the prior transcription -- wikitext values used):
#   americas:   2024 S1 (7 m), 2024 S2 (6 m), 2025 S1 (10 m), 2025 S2 (7 m)
#   emea:       2024 S1 (8 m), 2024 S2 (9 m), 2025 S1 (11 m), 2025 S2 (6 m)
#   apac_n:     2024 S1 (6 m), 2024 S2 (13 m), 2025 S1 (8 m), 2025 S2 (8 m)
#   apac_s:     2024 S1 (10 m), 2024 S2 (7 m), 2025 S1 (7 m), 2025 S2 (8 m)
#
# Filling rule: prefer the fetch script over manual transcription;
# preserve sort order region -> tournament -> match -> placement when
# appending or replacing rows.
region,tournament,match_number,placement,team_kills
apac_n,2024-S2-Pro-League-Finals,2,4,2
apac_n,2024-S2-Pro-League-Finals,2,5,5
apac_n,2024-S2-Pro-League-Finals,2,6,5
apac_n,2024-S2-Pro-League-Finals,2,7,6
apac_n,2024-S2-Pro-League-Finals,2,8,0
apac_n,2024-S2-Pro-League-Finals,2,9,5
apac_n,2024-S2-Pro-League-Finals,2,10,2
apac_n,2024-S2-Pro-League-Finals,2,11,1
apac_n,2024-S2-Pro-League-Finals,2,12,0
apac_n,2024-S2-Pro-League-Finals,2,13,8
apac_n,2024-S2-Pro-League-Finals,2,14,2
apac_n,2024-S2-Pro-League-Finals,2,15,0
apac_n,2024-S2-Pro-League-Finals,2,16,0
apac_n,2024-S2-Pro-League-Finals,2,17,1
apac_n,2024-S2-Pro-League-Finals,2,18,0
apac_n,2024-S2-Pro-League-Finals,2,19,2
apac_n,2024-S2-Pro-League-Finals,2,20,0
apac_n,2024-S2-Pro-League-Finals,3,1,4
apac_n,2024-S2-Pro-League-Finals,3,2,6
apac_n,2024-S2-Pro-League-Finals,3,3,7
apac_n,2024-S2-Pro-League-Finals,3,4,9
apac_n,2024-S2-Pro-League-Finals,3,5,4
apac_n,2024-S2-Pro-League-Finals,3,6,6
apac_n,2024-S2-Pro-League-Finals,3,7,3
apac_n,2024-S2-Pro-League-Finals,3,8,0
apac_n,2024-S2-Pro-League-Finals,3,9,3
apac_n,2024-S2-Pro-League-Finals,3,10,5
apac_n,2024-S2-Pro-League-Finals,3,11,2
apac_n,2024-S2-Pro-League-Finals,3,12,2
apac_n,2024-S2-Pro-League-Finals,3,13,2
apac_n,2024-S2-Pro-League-Finals,3,14,0
apac_n,2024-S2-Pro-League-Finals,3,15,2
apac_n,2024-S2-Pro-League-Finals,3,16,0
apac_n,2024-S2-Pro-League-Finals,3,17,0
apac_n,2024-S2-Pro-League-Finals,3,18,0
apac_n,2024-S2-Pro-League-Finals,3,19,0
apac_n,2024-S2-Pro-League-Finals,3,20,0
apac_n,2024-S2-Pro-League-Finals,4,1,10
apac_n,2024-S2-Pro-League-Finals,4,2,1
apac_n,2024-S2-Pro-League-Finals,4,3,4
apac_n,2024-S2-Pro-League-Finals,4,4,8
apac_n,2024-S2-Pro-League-Finals,4,5,0
apac_n,2024-S2-Pro-League-Finals,4,6,4
apac_n,2024-S2-Pro-League-Finals,4,7,0
apac_n,2024-S2-Pro-League-Finals,4,8,8
apac_n,2024-S2-Pro-League-Finals,4,9,0
apac_n,2024-S2-Pro-League-Finals,4,10,5
apac_n,2024-S2-Pro-League-Finals,4,11,1
apac_n,2024-S2-Pro-League-Finals,4,12,5
apac_n,2024-S2-Pro-League-Finals,4,13,1
apac_n,2024-S2-Pro-League-Finals,4,14,0
apac_n,2024-S2-Pro-League-Finals,4,15,0
apac_n,2024-S2-Pro-League-Finals,4,16,0
apac_n,2024-S2-Pro-League-Finals,4,17,3
apac_n,2024-S2-Pro-League-Finals,4,18,0
apac_n,2024-S2-Pro-League-Finals,4,19,1
apac_n,2024-S2-Pro-League-Finals,4,20,0
apac_n,2024-S2-Pro-League-Finals,5,1,8
apac_n,2024-S2-Pro-League-Finals,5,2,7
apac_n,2024-S2-Pro-League-Finals,5,3,3
apac_n,2024-S2-Pro-League-Finals,5,4,2
apac_n,2024-S2-Pro-League-Finals,5,5,1
apac_n,2024-S2-Pro-League-Finals,5,6,1
apac_n,2024-S2-Pro-League-Finals,5,7,6
apac_n,2024-S2-Pro-League-Finals,5,8,2
apac_n,2024-S2-Pro-League-Finals,5,9,3
apac_n,2024-S2-Pro-League-Finals,5,10,6
apac_n,2024-S2-Pro-League-Finals,5,11,0
apac_n,2024-S2-Pro-League-Finals,5,12,2
apac_n,2024-S2-Pro-League-Finals,5,13,0
apac_n,2024-S2-Pro-League-Finals,5,14,1
apac_n,2024-S2-Pro-League-Finals,5,15,0
apac_n,2024-S2-Pro-League-Finals,5,16,0
apac_n,2024-S2-Pro-League-Finals,5,17,3
apac_n,2024-S2-Pro-League-Finals,5,18,1
apac_n,2024-S2-Pro-League-Finals,5,19,0
apac_n,2024-S2-Pro-League-Finals,5,20,0
apac_n,2024-S2-Pro-League-Finals,6,1,11
apac_n,2024-S2-Pro-League-Finals,6,2,2
apac_n,2024-S2-Pro-League-Finals,6,3,6
apac_n,2024-S2-Pro-League-Finals,6,4,3
apac_n,2024-S2-Pro-League-Finals,6,5,2
apac_n,2024-S2-Pro-League-Finals,6,6,6
apac_n,2024-S2-Pro-League-Finals,6,7,2
apac_n,2024-S2-Pro-League-Finals,6,8,1
apac_n,2024-S2-Pro-League-Finals,6,9,3
apac_n,2024-S2-Pro-League-Finals,6,10,1
apac_n,2024-S2-Pro-League-Finals,6,11,10
apac_n,2024-S2-Pro-League-Finals,6,12,4
apac_n,2024-S2-Pro-League-Finals,6,13,1
apac_n,2024-S2-Pro-League-Finals,6,14,3
apac_n,2024-S2-Pro-League-Finals,6,15,2
apac_n,2024-S2-Pro-League-Finals,6,16,0
apac_n,2024-S2-Pro-League-Finals,6,17,2
apac_n,2024-S2-Pro-League-Finals,6,18,0
apac_n,2024-S2-Pro-League-Finals,6,19,10
apac_n,2024-S2-Pro-League-Finals,6,20,1
apac_n,2024-S2-Pro-League-Finals,7,1,7
apac_n,2024-S2-Pro-League-Finals,7,2,9
apac_n,2024-S2-Pro-League-Finals,7,3,2
apac_n,2024-S2-Pro-League-Finals,7,4,4
apac_n,2024-S2-Pro-League-Finals,7,5,6
apac_n,2024-S2-Pro-League-Finals,7,6,2
apac_n,2024-S2-Pro-League-Finals,7,7,5
apac_n,2024-S2-Pro-League-Finals,7,8,0
apac_n,2024-S2-Pro-League-Finals,7,9,2
apac_n,2024-S2-Pro-League-Finals,7,10,2
apac_n,2024-S2-Pro-League-Finals,7,11,4
apac_n,2024-S2-Pro-League-Finals,7,12,0
apac_n,2024-S2-Pro-League-Finals,7,13,4
apac_n,2024-S2-Pro-League-Finals,7,14,0
apac_n,2024-S2-Pro-League-Finals,7,15,0
apac_n,2024-S2-Pro-League-Finals,7,16,0
apac_n,2024-S2-Pro-League-Finals,7,17,0
apac_n,2024-S2-Pro-League-Finals,7,18,0
apac_n,2024-S2-Pro-League-Finals,7,19,0
apac_n,2024-S2-Pro-League-Finals,7,20,0
apac_n,2024-S2-Pro-League-Finals,8,1,12
apac_n,2024-S2-Pro-League-Finals,8,2,5
apac_n,2024-S2-Pro-League-Finals,8,3,0
apac_n,2024-S2-Pro-League-Finals,8,4,3
apac_n,2024-S2-Pro-League-Finals,8,5,3
apac_n,2024-S2-Pro-League-Finals,8,6,0
apac_n,2024-S2-Pro-League-Finals,8,7,5
apac_n,2024-S2-Pro-League-Finals,8,8,4
apac_n,2024-S2-Pro-League-Finals,8,9,0
apac_n,2024-S2-Pro-League-Finals,8,10,5
apac_n,2024-S2-Pro-League-Finals,8,11,1
apac_n,2024-S2-Pro-League-Finals,8,12,3
apac_n,2024-S2-Pro-League-Finals,8,13,3
apac_n,2024-S2-Pro-League-Finals,8,14,0
apac_n,2024-S2-Pro-League-Finals,8,15,0
apac_n,2024-S2-Pro-League-Finals,8,16,0
apac_n,2024-S2-Pro-League-Finals,8,17,0
apac_n,2024-S2-Pro-League-Finals,8,18,0
apac_n,2024-S2-Pro-League-Finals,8,19,0
apac_n,2024-S2-Pro-League-Finals,8,20,0
apac_n,2024-S2-Pro-League-Finals,9,1,11
apac_n,2024-S2-Pro-League-Finals,9,2,8
apac_n,2024-S2-Pro-League-Finals,9,3,3
apac_n,2024-S2-Pro-League-Finals,9,4,7
apac_n,2024-S2-Pro-League-Finals,9,5,3
apac_n,2024-S2-Pro-League-Finals,9,6,1
apac_n,2024-S2-Pro-League-Finals,9,7,6
apac_n,2024-S2-Pro-League-Finals,9,8,5
apac_n,2024-S2-Pro-League-Finals,9,9,2
apac_n,2024-S2-Pro-League-Finals,9,10,4
apac_n,2024-S2-Pro-League-Finals,9,11,1
apac_n,2024-S2-Pro-League-Finals,9,12,0
apac_n,2024-S2-Pro-League-Finals,9,13,0
apac_n,2024-S2-Pro-League-Finals,9,14,0
apac_n,2024-S2-Pro-League-Finals,9,15,2
apac_n,2024-S2-Pro-League-Finals,9,16,2
apac_n,2024-S2-Pro-League-Finals,9,17,0
apac_n,2024-S2-Pro-League-Finals,9,18,0
apac_n,2024-S2-Pro-League-Finals,9,19,0
apac_n,2024-S2-Pro-League-Finals,9,20,0
apac_n,2024-S2-Pro-League-Finals,10,1,10
apac_n,2024-S2-Pro-League-Finals,10,2,0
apac_n,2024-S2-Pro-League-Finals,10,3,9
apac_n,2024-S2-Pro-League-Finals,10,4,0
apac_n,2024-S2-Pro-League-Finals,10,5,0
apac_n,2024-S2-Pro-League-Finals,10,6,9
apac_n,2024-S2-Pro-League-Finals,10,7,0
apac_n,2024-S2-Pro-League-Finals,10,8,2
apac_n,2024-S2-Pro-League-Finals,10,9,2
apac_n,2024-S2-Pro-League-Finals,10,10,4
apac_n,2024-S2-Pro-League-Finals,10,11,1
apac_n,2024-S2-Pro-League-Finals,10,12,1
apac_n,2024-S2-Pro-League-Finals,10,13,2
apac_n,2024-S2-Pro-League-Finals,10,14,0
apac_n,2024-S2-Pro-League-Finals,10,15,5
apac_n,2024-S2-Pro-League-Finals,10,16,1
apac_n,2024-S2-Pro-League-Finals,10,17,1
apac_n,2024-S2-Pro-League-Finals,10,18,4
apac_n,2024-S2-Pro-League-Finals,10,19,0
apac_n,2024-S2-Pro-League-Finals,10,20,0
apac_n,2024-S2-Pro-League-Finals,11,1,4
apac_n,2024-S2-Pro-League-Finals,11,2,2
apac_n,2024-S2-Pro-League-Finals,11,3,6
apac_n,2024-S2-Pro-League-Finals,11,4,0
apac_n,2024-S2-Pro-League-Finals,11,5,8
apac_n,2024-S2-Pro-League-Finals,11,6,1
apac_n,2024-S2-Pro-League-Finals,11,7,4
apac_n,2024-S2-Pro-League-Finals,11,8,4
apac_n,2024-S2-Pro-League-Finals,11,9,3
apac_n,2024-S2-Pro-League-Finals,11,10,1
apac_n,2024-S2-Pro-League-Finals,11,11,11
apac_n,2024-S2-Pro-League-Finals,11,12,3
apac_n,2024-S2-Pro-League-Finals,11,13,3
apac_n,2024-S2-Pro-League-Finals,11,14,0
apac_n,2024-S2-Pro-League-Finals,11,15,0
apac_n,2024-S2-Pro-League-Finals,11,16,3
apac_n,2024-S2-Pro-League-Finals,11,17,0
apac_n,2024-S2-Pro-League-Finals,11,18,0
apac_n,2024-S2-Pro-League-Finals,11,19,3
apac_n,2024-S2-Pro-League-Finals,11,20,0
apac_n,2024-S2-Pro-League-Finals,12,1,10
apac_n,2024-S2-Pro-League-Finals,12,2,9
apac_n,2024-S2-Pro-League-Finals,12,3,1
apac_n,2024-S2-Pro-League-Finals,12,4,7
apac_n,2024-S2-Pro-League-Finals,12,5,4
apac_n,2024-S2-Pro-League-Finals,12,6,4
apac_n,2024-S2-Pro-League-Finals,12,7,1
apac_n,2024-S2-Pro-League-Finals,12,8,0
apac_n,2024-S2-Pro-League-Finals,12,9,4
apac_n,2024-S2-Pro-League-Finals,12,10,0
apac_n,2024-S2-Pro-League-Finals,12,11,0
apac_n,2024-S2-Pro-League-Finals,12,12,11
apac_n,2024-S2-Pro-League-Finals,12,13,0
apac_n,2024-S2-Pro-League-Finals,12,14,10
apac_n,2024-S2-Pro-League-Finals,12,15,0
apac_n,2024-S2-Pro-League-Finals,12,16,0
apac_n,2024-S2-Pro-League-Finals,12,17,0
apac_n,2024-S2-Pro-League-Finals,12,18,0
apac_n,2024-S2-Pro-League-Finals,12,19,2
apac_n,2024-S2-Pro-League-Finals,12,20,0
apac_n,2024-S2-Pro-League-Finals,13,1,7
apac_n,2024-S2-Pro-League-Finals,13,2,4
apac_n,2024-S2-Pro-League-Finals,13,3,3
apac_n,2024-S2-Pro-League-Finals,13,4,6
apac_n,2024-S2-Pro-League-Finals,13,5,0
apac_n,2024-S2-Pro-League-Finals,13,6,4
apac_n,2024-S2-Pro-League-Finals,13,7,3
apac_n,2024-S2-Pro-League-Finals,13,8,1
apac_n,2024-S2-Pro-League-Finals,13,9,8
apac_n,2024-S2-Pro-League-Finals,13,10,4
apac_n,2024-S2-Pro-League-Finals,13,11,2
apac_n,2024-S2-Pro-League-Finals,13,12,0
apac_n,2024-S2-Pro-League-Finals,13,13,1
apac_n,2024-S2-Pro-League-Finals,13,14,5
apac_n,2024-S2-Pro-League-Finals,13,15,0
apac_n,2024-S2-Pro-League-Finals,13,16,0
apac_n,2024-S2-Pro-League-Finals,13,17,0
apac_n,2024-S2-Pro-League-Finals,13,18,0
apac_n,2024-S2-Pro-League-Finals,13,19,0
apac_n,2024-S2-Pro-League-Finals,13,20,0
apac_n,2025-S1-Pro-League-Finals,1,1,9
apac_n,2025-S1-Pro-League-Finals,1,2,11
apac_n,2025-S1-Pro-League-Finals,1,3,8
apac_n,2025-S1-Pro-League-Finals,1,4,4
apac_n,2025-S1-Pro-League-Finals,1,5,3
apac_n,2025-S1-Pro-League-Finals,1,6,3
apac_n,2025-S1-Pro-League-Finals,1,7,1
apac_n,2025-S1-Pro-League-Finals,1,8,2
apac_n,2025-S1-Pro-League-Finals,1,9,0
apac_n,2025-S1-Pro-League-Finals,1,10,1
apac_n,2025-S1-Pro-League-Finals,1,11,0
apac_n,2025-S1-Pro-League-Finals,1,12,2
apac_n,2025-S1-Pro-League-Finals,1,13,5
apac_n,2025-S1-Pro-League-Finals,1,14,1
apac_n,2025-S1-Pro-League-Finals,1,15,2
apac_n,2025-S1-Pro-League-Finals,1,16,0
apac_n,2025-S1-Pro-League-Finals,1,17,0
apac_n,2025-S1-Pro-League-Finals,1,18,0
apac_n,2025-S1-Pro-League-Finals,1,19,0
apac_n,2025-S1-Pro-League-Finals,1,20,0
apac_n,2025-S1-Pro-League-Finals,2,1,7
apac_n,2025-S1-Pro-League-Finals,2,2,0
apac_n,2025-S1-Pro-League-Finals,2,3,7
apac_n,2025-S1-Pro-League-Finals,2,4,3
apac_n,2025-S1-Pro-League-Finals,2,5,1
apac_n,2025-S1-Pro-League-Finals,2,6,5
apac_n,2025-S1-Pro-League-Finals,2,7,4
apac_n,2025-S1-Pro-League-Finals,2,8,1
apac_n,2025-S1-Pro-League-Finals,2,9,1
apac_n,2025-S1-Pro-League-Finals,2,10,5
apac_n,2025-S1-Pro-League-Finals,2,11,3
apac_n,2025-S1-Pro-League-Finals,2,12,0
apac_n,2025-S1-Pro-League-Finals,2,13,0
apac_n,2025-S1-Pro-League-Finals,2,14,6
apac_n,2025-S1-Pro-League-Finals,2,15,0
apac_n,2025-S1-Pro-League-Finals,2,16,1
apac_n,2025-S1-Pro-League-Finals,2,17,1
apac_n,2025-S1-Pro-League-Finals,2,18,3
apac_n,2025-S1-Pro-League-Finals,2,19,0
apac_n,2025-S1-Pro-League-Finals,2,20,0
apac_n,2025-S1-Pro-League-Finals,3,1,5
apac_n,2025-S1-Pro-League-Finals,3,2,5
apac_n,2025-S1-Pro-League-Finals,3,3,1
apac_n,2025-S1-Pro-League-Finals,3,4,5
apac_n,2025-S1-Pro-League-Finals,3,5,1
apac_n,2025-S1-Pro-League-Finals,3,6,6
apac_n,2025-S1-Pro-League-Finals,3,7,4
apac_n,2025-S1-Pro-League-Finals,3,8,6
apac_n,2025-S1-Pro-League-Finals,3,9,6
apac_n,2025-S1-Pro-League-Finals,3,10,10
apac_n,2025-S1-Pro-League-Finals,3,11,0
apac_n,2025-S1-Pro-League-Finals,3,12,1
apac_n,2025-S1-Pro-League-Finals,3,13,6
apac_n,2025-S1-Pro-League-Finals,3,14,3
apac_n,2025-S1-Pro-League-Finals,3,15,1
apac_n,2025-S1-Pro-League-Finals,3,16,0
apac_n,2025-S1-Pro-League-Finals,3,17,0
apac_n,2025-S1-Pro-League-Finals,3,18,2
apac_n,2025-S1-Pro-League-Finals,3,19,0
apac_n,2025-S1-Pro-League-Finals,3,20,0
apac_n,2025-S1-Pro-League-Finals,4,1,24
apac_n,2025-S1-Pro-League-Finals,4,2,13
apac_n,2025-S1-Pro-League-Finals,4,3,1
apac_n,2025-S1-Pro-League-Finals,4,4,2
apac_n,2025-S1-Pro-League-Finals,4,5,1
apac_n,2025-S1-Pro-League-Finals,4,6,3
apac_n,2025-S1-Pro-League-Finals,4,7,0
apac_n,2025-S1-Pro-League-Finals,4,8,2
apac_n,2025-S1-Pro-League-Finals,4,9,0
apac_n,2025-S1-Pro-League-Finals,4,10,2
apac_n,2025-S1-Pro-League-Finals,4,11,0
apac_n,2025-S1-Pro-League-Finals,4,12,3
apac_n,2025-S1-Pro-League-Finals,4,13,0
apac_n,2025-S1-Pro-League-Finals,4,14,0
apac_n,2025-S1-Pro-League-Finals,4,15,0
apac_n,2025-S1-Pro-League-Finals,4,16,4
apac_n,2025-S1-Pro-League-Finals,4,17,0
apac_n,2025-S1-Pro-League-Finals,4,18,0
apac_n,2025-S1-Pro-League-Finals,4,19,0
apac_n,2025-S1-Pro-League-Finals,4,20,0
apac_n,2025-S1-Pro-League-Finals,5,1,8
apac_n,2025-S1-Pro-League-Finals,5,2,4
apac_n,2025-S1-Pro-League-Finals,5,3,4
apac_n,2025-S1-Pro-League-Finals,5,4,1
apac_n,2025-S1-Pro-League-Finals,5,5,3
apac_n,2025-S1-Pro-League-Finals,5,6,0
apac_n,2025-S1-Pro-League-Finals,5,7,5
apac_n,2025-S1-Pro-League-Finals,5,8,0
apac_n,2025-S1-Pro-League-Finals,5,9,0
apac_n,2025-S1-Pro-League-Finals,5,10,3
apac_n,2025-S1-Pro-League-Finals,5,11,1
apac_n,2025-S1-Pro-League-Finals,5,12,0
apac_n,2025-S1-Pro-League-Finals,5,13,0
apac_n,2025-S1-Pro-League-Finals,5,14,8
apac_n,2025-S1-Pro-League-Finals,5,15,3
apac_n,2025-S1-Pro-League-Finals,5,16,3
apac_n,2025-S1-Pro-League-Finals,5,17,0
apac_n,2025-S1-Pro-League-Finals,5,18,1
apac_n,2025-S1-Pro-League-Finals,5,19,0
apac_n,2025-S1-Pro-League-Finals,5,20,0
apac_n,2025-S1-Pro-League-Finals,6,1,10
apac_n,2025-S1-Pro-League-Finals,6,2,0
apac_n,2025-S1-Pro-League-Finals,6,3,10
apac_n,2025-S1-Pro-League-Finals,6,4,3
apac_n,2025-S1-Pro-League-Finals,6,5,10
apac_n,2025-S1-Pro-League-Finals,6,6,0
apac_n,2025-S1-Pro-League-Finals,6,7,0
apac_n,2025-S1-Pro-League-Finals,6,8,1
apac_n,2025-S1-Pro-League-Finals,6,9,10
apac_n,2025-S1-Pro-League-Finals,6,10,4
apac_n,2025-S1-Pro-League-Finals,6,11,0
apac_n,2025-S1-Pro-League-Finals,6,12,3
apac_n,2025-S1-Pro-League-Finals,6,13,1
apac_n,2025-S1-Pro-League-Finals,6,14,0
apac_n,2025-S1-Pro-League-Finals,6,15,0
apac_n,2025-S1-Pro-League-Finals,6,16,6
apac_n,2025-S1-Pro-League-Finals,6,17,0
apac_n,2025-S1-Pro-League-Finals,6,18,1
apac_n,2025-S1-Pro-League-Finals,6,19,0
apac_n,2025-S1-Pro-League-Finals,6,20,0
apac_n,2025-S1-Pro-League-Finals,7,1,7
apac_n,2025-S1-Pro-League-Finals,7,2,1
apac_n,2025-S1-Pro-League-Finals,7,3,3
apac_n,2025-S1-Pro-League-Finals,7,4,5
apac_n,2025-S1-Pro-League-Finals,7,5,2
apac_n,2025-S1-Pro-League-Finals,7,6,6
apac_n,2025-S1-Pro-League-Finals,7,7,4
apac_n,2025-S1-Pro-League-Finals,7,8,2
apac_n,2025-S1-Pro-League-Finals,7,9,4
apac_n,2025-S1-Pro-League-Finals,7,10,7
apac_n,2025-S1-Pro-League-Finals,7,11,7
apac_n,2025-S1-Pro-League-Finals,7,12,2
apac_n,2025-S1-Pro-League-Finals,7,13,2
apac_n,2025-S1-Pro-League-Finals,7,14,0
apac_n,2025-S1-Pro-League-Finals,7,15,2
apac_n,2025-S1-Pro-League-Finals,7,16,0
apac_n,2025-S1-Pro-League-Finals,7,17,0
apac_n,2025-S1-Pro-League-Finals,7,18,0
apac_n,2025-S1-Pro-League-Finals,7,19,0
apac_n,2025-S1-Pro-League-Finals,7,20,0
apac_n,2025-S1-Pro-League-Finals,8,1,8
apac_n,2025-S1-Pro-League-Finals,8,2,1
apac_n,2025-S1-Pro-League-Finals,8,3,2
apac_n,2025-S1-Pro-League-Finals,8,4,8
apac_n,2025-S1-Pro-League-Finals,8,5,4
apac_n,2025-S1-Pro-League-Finals,8,6,7
apac_n,2025-S1-Pro-League-Finals,8,7,0
apac_n,2025-S1-Pro-League-Finals,8,8,1
apac_n,2025-S1-Pro-League-Finals,8,9,0
apac_n,2025-S1-Pro-League-Finals,8,10,7
apac_n,2025-S1-Pro-League-Finals,8,11,1
apac_n,2025-S1-Pro-League-Finals,8,12,4
apac_n,2025-S1-Pro-League-Finals,8,13,0
apac_n,2025-S1-Pro-League-Finals,8,14,0
apac_n,2025-S1-Pro-League-Finals,8,15,6
apac_n,2025-S1-Pro-League-Finals,8,16,0
apac_n,2025-S1-Pro-League-Finals,8,17,0
apac_n,2025-S1-Pro-League-Finals,8,18,0
apac_n,2025-S1-Pro-League-Finals,8,19,0
apac_n,2025-S1-Pro-League-Finals,8,20,3
apac_n,2025-S2-Pro-League-Finals,1,1,15
apac_n,2025-S2-Pro-League-Finals,1,2,1
apac_n,2025-S2-Pro-League-Finals,1,3,1
apac_n,2025-S2-Pro-League-Finals,1,4,6
apac_n,2025-S2-Pro-League-Finals,1,5,5
apac_n,2025-S2-Pro-League-Finals,1,6,5
apac_n,2025-S2-Pro-League-Finals,1,7,4
apac_n,2025-S2-Pro-League-Finals,1,8,3
apac_n,2025-S2-Pro-League-Finals,1,9,3
apac_n,2025-S2-Pro-League-Finals,1,10,3
apac_n,2025-S2-Pro-League-Finals,1,11,2
apac_n,2025-S2-Pro-League-Finals,1,12,1
apac_n,2025-S2-Pro-League-Finals,1,13,4
apac_n,2025-S2-Pro-League-Finals,1,14,2
apac_n,2025-S2-Pro-League-Finals,1,15,0
apac_n,2025-S2-Pro-League-Finals,1,16,3
apac_n,2025-S2-Pro-League-Finals,1,17,2
apac_n,2025-S2-Pro-League-Finals,1,18,0
apac_n,2025-S2-Pro-League-Finals,1,19,1
apac_n,2025-S2-Pro-League-Finals,1,20,0
apac_n,2025-S2-Pro-League-Finals,2,1,10
apac_n,2025-S2-Pro-League-Finals,2,2,4
apac_n,2025-S2-Pro-League-Finals,2,3,1
apac_n,2025-S2-Pro-League-Finals,2,4,7
apac_n,2025-S2-Pro-League-Finals,2,5,5
apac_n,2025-S2-Pro-League-Finals,2,6,4
apac_n,2025-S2-Pro-League-Finals,2,7,6
apac_n,2025-S2-Pro-League-Finals,2,8,0
apac_n,2025-S2-Pro-League-Finals,2,9,3
apac_n,2025-S2-Pro-League-Finals,2,10,0
apac_n,2025-S2-Pro-League-Finals,2,11,3
apac_n,2025-S2-Pro-League-Finals,2,12,0
apac_n,2025-S2-Pro-League-Finals,2,13,4
apac_n,2025-S2-Pro-League-Finals,2,14,0
apac_n,2025-S2-Pro-League-Finals,2,15,0
apac_n,2025-S2-Pro-League-Finals,2,16,0
apac_n,2025-S2-Pro-League-Finals,2,17,0
apac_n,2025-S2-Pro-League-Finals,2,18,3
apac_n,2025-S2-Pro-League-Finals,2,19,0
apac_n,2025-S2-Pro-League-Finals,2,20,5
apac_n,2025-S2-Pro-League-Finals,3,1,8
apac_n,2025-S2-Pro-League-Finals,3,2,13
apac_n,2025-S2-Pro-League-Finals,3,3,0
apac_n,2025-S2-Pro-League-Finals,3,4,5
apac_n,2025-S2-Pro-League-Finals,3,5,0
apac_n,2025-S2-Pro-League-Finals,3,6,4
apac_n,2025-S2-Pro-League-Finals,3,7,2
apac_n,2025-S2-Pro-League-Finals,3,8,2
apac_n,2025-S2-Pro-League-Finals,3,9,6
apac_n,2025-S2-Pro-League-Finals,3,10,3
apac_n,2025-S2-Pro-League-Finals,3,11,0
apac_n,2025-S2-Pro-League-Finals,3,12,4
apac_n,2025-S2-Pro-League-Finals,3,13,0
apac_n,2025-S2-Pro-League-Finals,3,14,0
apac_n,2025-S2-Pro-League-Finals,3,15,1
apac_n,2025-S2-Pro-League-Finals,3,16,0
apac_n,2025-S2-Pro-League-Finals,3,17,0
apac_n,2025-S2-Pro-League-Finals,3,18,0
apac_n,2025-S2-Pro-League-Finals,3,19,3
apac_n,2025-S2-Pro-League-Finals,3,20,5
apac_n,2025-S2-Pro-League-Finals,4,1,18
apac_n,2025-S2-Pro-League-Finals,4,2,6
apac_n,2025-S2-Pro-League-Finals,4,3,3
apac_n,2025-S2-Pro-League-Finals,4,4,8
apac_n,2025-S2-Pro-League-Finals,4,5,1
apac_n,2025-S2-Pro-League-Finals,4,6,2
apac_n,2025-S2-Pro-League-Finals,4,7,1
apac_n,2025-S2-Pro-League-Finals,4,8,6
apac_n,2025-S2-Pro-League-Finals,4,9,0
apac_n,2025-S2-Pro-League-Finals,4,10,5
apac_n,2025-S2-Pro-League-Finals,4,11,1
apac_n,2025-S2-Pro-League-Finals,4,12,1
apac_n,2025-S2-Pro-League-Finals,4,13,2
apac_n,2025-S2-Pro-League-Finals,4,14,0
apac_n,2025-S2-Pro-League-Finals,4,15,1
apac_n,2025-S2-Pro-League-Finals,4,16,1
apac_n,2025-S2-Pro-League-Finals,4,17,2
apac_n,2025-S2-Pro-League-Finals,4,18,0
apac_n,2025-S2-Pro-League-Finals,4,19,2
apac_n,2025-S2-Pro-League-Finals,4,20,1
apac_n,2025-S2-Pro-League-Finals,5,1,11
apac_n,2025-S2-Pro-League-Finals,5,2,5
apac_n,2025-S2-Pro-League-Finals,5,3,14
apac_n,2025-S2-Pro-League-Finals,5,4,10
apac_n,2025-S2-Pro-League-Finals,5,5,3
apac_n,2025-S2-Pro-League-Finals,5,6,4
apac_n,2025-S2-Pro-League-Finals,5,7,1
apac_n,2025-S2-Pro-League-Finals,5,8,0
apac_n,2025-S2-Pro-League-Finals,5,9,0
apac_n,2025-S2-Pro-League-Finals,5,10,3
apac_n,2025-S2-Pro-League-Finals,5,11,2
